,country,year,Adjusted savings: mineral depletion (current US$),Adjusted savings: energy depletion (current US$),Population (Total),Population growth (annual %),Urban population (% of total),Rural population (% of total population),Urban population,Rural population,Urban population growth (annual %),Population density (people per sq. km of land area),Urban_Pop_5_Years_Future
1314,Central African Republic,1990,418700.84320044797,0.0,2912824.0,2.12414143581546,36.825,63.175,1072647.0,1840177.0,2.828811052809,4.675630036277248,1219574
1315,Central African Republic,1991,237143.8127064,0.0,2979588.0,2.2661978585861298,36.9062,63.0938,1099653.0,1879935.0,2.4865250127787224,4.7827988057401525,1250084
1316,Central African Republic,1992,0.0,0.0,3050789.0,2.36152097641555,36.9874,63.0126,1128408.0,1922381.0,2.5813114312462653,4.897089794214903,1280652
1317,Central African Republic,1993,0.0,0.0,3125144.0,2.40801164369109,37.0686,62.9314,1158447.0,1966697.0,2.6272525225583028,5.016443545539183,1310956
1318,Central African Republic,1994,0.0,0.0,3200633.0,2.38682406166537,37.1498,62.8502,1189029.0,2011604.0,2.6056692624445437,5.1376175800186195,1340620
1319,Central African Republic,1995,76701.1474377754,0.0,3275695.0,2.3181457570154502,37.231,62.769,1219574.0,2056121.0,2.5364609784540315,5.2581061992359315,1369426
1320,Central African Republic,1996,101778.21388457801,0.0,3350299.0,2.25195352719184,37.3126,62.6874,1250084.0,2100215.0,2.4709131616740363,5.377859642364122,1397336
1321,Central African Republic,1997,28146.533555344904,0.0,3424733.0,2.19739168856252,37.3942,62.6058,1280652.0,2144081.0,2.4158574187727444,5.497340203537834,1424404
1322,Central African Republic,1998,0.0,0.0,3498140.0,2.1207886194662,37.4758,62.5242,1310956.0,2187184.0,2.3387318807937025,5.615172236668915,1451271
1323,Central African Republic,1999,0.0,0.0,3569523.0,2.02005747533698,37.5574,62.4426,1340620.0,2228903.0,2.2375551471504767,5.729755369353751,1478842
1324,Central African Republic,2000,0.0,0.0,3638316.0,1.9088963817231202,37.639,62.361000000000004,1369426.0,2268890.0,2.125948041843474,5.840181065202736,1507795
1325,Central African Republic,2001,0.0,0.0,3704045.0,1.79045285018827,37.7246,62.2754,1397336.0,2306709.0,2.017589280376209,5.9456884651192645,1541206
1326,Central African Republic,2002,14437.675447226798,0.0,3767248.0,1.69192956865404,37.8102,62.1898,1424404.0,2342844.0,1.9185913871729627,6.047141160229862,1576219
1332,Chad,1972,0.0,0.0,3816295.0,2.35742144132262,13.1672,86.8328,502499.0,3313796.0,8.622163759241031,3.0288055555555555,717115
1333,Chad,1973,0.0,0.0,3908721.0,2.3930153832968597,13.9668,86.0332,545923.0,3362798.0,8.288429027732919,3.102159523809524,758803
1334,Chad,1974,0.0,0.0,4000505.0,2.32103926403177,14.7664,85.2336,590731.0,3409774.0,7.888281288567411,3.1760122261035253,802169
1335,Chad,1975,0.0,0.0,4088858.0,2.18451103112755,15.565999999999999,84.434,636472.0,3452386.0,7.4579673411896215,3.2471871029224904,847812
1336,Chad,1976,0.0,0.0,4173072.0,2.03867417725285,16.2102,83.7898,676463.0,3496609.0,6.093732638450656,3.3140660736975858,875401
1337,Chad,1977,0.0,0.0,4254762.0,1.93863710310635,16.8544,83.1456,717115.0,3537647.0,5.835846541357016,3.3789405972045743,904705
1338,Chad,1978,0.0,0.0,4336366.0,1.8997843903254399,17.4986,82.5014,758803.0,3577563.0,5.650597340953247,3.443746823379924,936132
1339,Chad,1979,0.0,0.0,4421416.0,1.94233366064599,18.1428,81.8572,802169.0,3619247.0,5.557711719551276,3.511289707750953,970150
1340,Chad,1980,0.0,0.0,4512758.0,2.0448489764223,18.787,81.21300000000001,847812.0,3664946.0,5.533960424051497,3.5838294155019064,1007109
1341,Chad,1981,0.0,0.0,4610917.0,2.15182560889788,18.9854,81.0146,875401.0,3735516.0,3.202315399103908,3.661782878017789,1047782
1342,Chad,1982,0.0,0.0,4715985.0,2.25310493796752,19.1838,80.8162,904705.0,3811280.0,3.2926856619280493,3.745223157560356,1091786
1343,Chad,1983,0.0,0.0,4829852.0,2.3858023364576297,19.3822,80.6178,936132.0,3893720.0,3.4147568465081384,3.8356512071156286,1138685
1344,Chad,1984,0.0,0.0,4954649.0,2.5510502361949,19.5806,80.4194,970150.0,3984499.0,3.5694206541844777,3.934759371029225,1187779
1345,Chad,1985,0.0,0.0,5091809.0,2.7306842437310896,19.779,80.221,1007109.0,4084700.0,3.738843044737832,4.0436856734434565,1238582
1346,Chad,1986,0.0,0.0,5242737.0,2.92105200389865,19.9854,80.0146,1047782.0,4194955.0,3.959169881097563,4.163545902160101,1286067
1347,Chad,1987,0.0,0.0,5407077.0,3.08649608861215,20.1918,79.8082,1091786.0,4315291.0,4.113933842847831,4.294057337992377,1335170
1348,Chad,1988,0.0,0.0,5582282.0,3.18890022676804,20.3982,79.6018,1138685.0,4443597.0,4.205920040919831,4.433197268106736,1386273
1349,Chad,1989,0.0,0.0,5764631.0,3.21434913689559,20.6046,79.3954,1187779.0,4576852.0,4.221108886809472,4.578010641677255,1439943
1350,Chad,1990,0.0,0.0,5951574.0,3.19145776546368,20.811,79.189,1238582.0,4712992.0,4.188200018022056,4.726472363405337,1496657
1351,Chad,1991,0.0,0.0,6142558.0,3.1585545389353995,20.936999999999998,79.063,1286067.0,4856491.0,3.7621547112240985,4.878143265565439,1548594
1352,Chad,1992,0.0,0.0,6338934.0,3.1469347732899506,21.063000000000002,78.937,1335170.0,5003764.0,3.746990057729736,5.034096251588309,1602993
1353,Chad,1993,0.0,0.0,6542419.0,3.1596359246103902,21.189,78.811,1386273.0,5156146.0,3.7560226499668814,5.195694885641677,1660481
1354,Chad,1994,0.0,0.0,6755540.0,3.2055934244608197,21.315,78.685,1439943.0,5315597.0,3.798467840243773,5.364945997458704,1721856
1355,Chad,1995,0.0,0.0,6980351.0,3.2736293041235096,21.441,78.559,1496657.0,5483694.0,3.863042479673272,5.5434807814485385,1787570
1356,Chad,1996,0.0,0.0,7216321.0,3.32460642069461,21.4596,78.5404,1548594.0,5667727.0,3.4113468227851964,5.730877541296061,1858032
1357,Chad,1997,0.0,0.0,7463347.0,3.36587068656556,21.4782,78.5218,1602993.0,5860354.0,3.4525084309934604,5.927054479034308,1932772
1358,Chad,1998,0.0,0.0,7724316.0,3.43693020587561,21.4968,78.50319999999998,1660481.0,6063835.0,3.5234812626900327,6.134304320203304,2010277
1359,Chad,1999,0.0,0.0,8002899.0,3.5430575863608302,21.5154,78.4846,1721856.0,6281043.0,3.62954593829488,6.355542407878017,2088457
1360,Chad,2000,0.0,0.0,8301151.0,3.6590328849027003,21.534000000000002,78.46600000000002,1787570.0,6513581.0,3.745437684291759,6.592400730622617,2165817
1361,Chad,2001,0.0,0.0,8620917.0,3.7797279641137003,21.5526,78.4474,1858032.0,6762885.0,3.866070740515167,6.846344504447267,2242190
1362,Chad,2002,0.0,0.0,8959964.0,3.8574749593587203,21.5712,78.4288,1932772.0,7027192.0,3.9437378834885393,7.115600381194409,2317662
1368,Channel Islands,1972,0.0,0.0,123611.0,0.973896423860729,35.326,64.67399999999999,43667.0,79944.0,-0.09842407835307014,637.1701030927835,42473
1369,Channel Islands,1973,0.0,0.0,124728.0,0.899582854688307,34.945,65.055,43586.0,81142.0,-0.18566702180730635,642.9278350515464,42038
1370,Channel Islands,1974,0.0,0.0,125680.0,0.760362757311535,34.564,65.436,43440.0,82240.0,-0.33553222479393746,647.8350515463918,41633
1371,Channel Islands,1975,0.0,0.0,126417.0,0.58469723928146,34.183,65.81700000000001,43213.0,83204.0,-0.5239299718814308,651.6340206185567,41296
1372,Channel Islands,1976,0.0,0.0,126906.0,0.386068858631236,33.7882,66.2118,42879.0,84027.0,-0.7759180311777854,654.1546391752577,41448
1373,Channel Islands,1977,0.0,0.0,127190.0,0.22353765369007103,33.3934,66.6066,42473.0,84717.0,-0.9513615667180452,655.6185567010309,41670
1374,Channel Islands,1978,0.0,0.0,127394.0,0.16026148042480803,32.9986,67.00139999999999,42038.0,85356.0,-1.0294608790119233,656.6701030927835,41948
1375,Channel Islands,1979,0.0,0.0,127694.0,0.235213054563858,32.6038,67.3962,41633.0,86061.0,-0.9680849111541441,658.2164948453607,42262
1376,Channel Islands,1980,0.0,0.0,128213.0,0.405616658840808,32.209,67.791,41296.0,86917.0,-0.8127479049988697,660.8917525773196,42592
1377,Channel Islands,1981,0.0,0.0,128988.0,0.6026433377238559,32.1336,67.8664,41448.0,87540.0,0.3673986536229054,664.8865979381442,42926
1378,Channel Islands,1982,0.0,0.0,129983.0,0.7684295894845079,32.0582,67.9418,41670.0,88313.0,0.5341815921874844,670.0154639175258,43279
1379,Channel Islands,1983,0.0,0.0,131158.0,0.8999030635027601,31.9828,68.0172,41948.0,89210.0,0.6649310537796653,676.0721649484536,43623
1380,Channel Islands,1984,0.0,0.0,132451.0,0.981006239965295,31.9074,68.0926,42262.0,90189.0,0.7457581172576787,682.7371134020618,43923
1381,Channel Islands,1985,0.0,0.0,133804.0,1.01632769050362,31.831999999999997,68.168,42592.0,91212.0,0.7778105067965663,689.7113402061856,44159
1382,Channel Islands,1986,0.0,0.0,135227.0,1.0578805199169101,31.744,68.256,42926.0,92301.0,0.7811260746771911,697.0463917525772,44195
1383,Channel Islands,1987,0.0,0.0,136716.0,1.09509336913212,31.656,68.344,43279.0,93437.0,0.81898259513766,704.7216494845361,44163
1384,Channel Islands,1988,0.0,0.0,138186.0,1.06948222379471,31.568,68.432,43623.0,94563.0,0.7917005288608775,712.2989690721649,44089
1385,Channel Islands,1989,0.0,0.0,139528.0,0.9664694224441222,31.48,68.52,43923.0,95605.0,0.6853566679996528,719.2164948453607,44014
1386,Channel Islands,1990,0.0,0.0,140669.0,0.814431494168578,31.392,68.608,44159.0,96510.0,0.5358655905448688,725.0979381443299,43967
1387,Channel Islands,1991,0.0,0.0,141568.0,0.63705541117071,31.218000000000004,68.782,44195.0,97373.0,0.08149037280078003,729.7319587628866,44189
1388,Channel Islands,1992,0.0,0.0,142258.0,0.4862143421143161,31.044,68.956,44163.0,98095.0,-0.07243260689255275,733.2886597938144,44440
1389,Channel Islands,1993,0.0,0.0,142822.0,0.39567892229570895,30.87,69.13,44089.0,98733.0,-0.16770162113726353,736.1958762886599,44716
1390,Channel Islands,1994,0.0,0.0,143388.0,0.395514299175656,30.695999999999998,69.304,44014.0,99374.0,-0.17025531052698167,739.1134020618558,45008
1391,Channel Islands,1995,0.0,0.0,144050.0,0.460621887492035,30.522,69.47800000000001,43967.0,100083.0,-0.10684125997862833,742.5257731958764,45309
1392,Channel Islands,1996,0.0,0.0,144832.0,0.541398848053476,30.5106,69.4894,44189.0,100643.0,0.5036536804841545,746.5567010309277,45691
1393,Channel Islands,1997,0.0,0.0,145709.0,0.603703204419147,30.4992,69.5008,44440.0,101269.0,0.566407543903056,751.0773195876288,46084
1394,Channel Islands,1998,0.0,0.0,146669.0,0.656686515329447,30.4878,69.5122,44716.0,101953.0,0.6191414636650086,756.0257731958764,46485
1395,Channel Islands,1999,0.0,0.0,147682.0,0.688296624951417,30.4764,69.5236,45008.0,102674.0,0.650887233942172,761.2474226804123,46887
1396,Channel Islands,2000,0.0,0.0,148725.0,0.703764961589731,30.465,69.535,45309.0,103416.0,0.6665436504813166,766.6237113402063,47288
1397,Channel Islands,2001,0.0,0.0,149799.0,0.719543241944475,30.5014,69.4986,45691.0,104108.0,0.8395653710627936,772.159793814433,47762
1398,Channel Islands,2002,0.0,0.0,150908.0,0.7375984117012909,30.5378,69.4622,46084.0,104824.0,0.8564476212865096,777.8762886597937,48233
1404,Chile,1972,388717011.97357595,17573020.1798797,9929560.0,1.7700109420640902,76.4906,23.5094,7595180.0,2334380.0,2.5994241548528576,13.354583259362073,8533247
1405,Chile,1973,716117351.120679,23069718.812195104,10100403.0,1.7059157137131298,77.1224,22.8776,7789673.0,2310730.0,2.528504653874735,13.584355481673956,8713574
1406,Chile,1974,1003114448.1538199,75383237.1534967,10266278.0,1.62892194106729,77.7542,22.245800000000006,7982462.0,2283816.0,2.444800307391568,13.807446081675034,8899110
1407,Chile,1975,494952688.738251,72167328.5905681,10426432.0,1.5479576909903898,78.38600000000001,21.614000000000004,8172863.0,2253569.0,2.3572390700729247,14.022842325548869,9093029
1408,Chile,1976,705665947.701071,84840806.69919449,10580399.0,1.4659018022588999,78.9574,21.042599999999997,8354008.0,2226391.0,2.1922147816820727,14.229917474970815,9263205
1409,Chile,1977,639263825.9286879,86038671.34272759,10729757.0,1.4017771216994097,79.5288,20.4712,8533247.0,2196510.0,2.122852187911322,14.430793832679695,9441858
1410,Chile,1978,607495701.36802,91777245.7462817,10878343.0,1.37530224337433,80.1002,19.8998,8713574.0,2164769.0,2.091209407277232,14.630631902863627,9628356
1411,Chile,1979,1029817124.06165,171721782.149442,11031280.0,1.39609416414222,80.6716,19.3284,8899110.0,2132170.0,2.1069232086260548,14.836321772297628,9821331
1412,Chile,1980,1247076578.28826,298205331.213988,11192384.0,1.4498673319570201,81.243,18.757000000000005,9093029.0,2099355.0,2.155680426739812,15.052995701597242,10019776
1413,Chile,1981,867969022.6273379,355903110.044227,11363219.0,1.51481888332564,81.5192,18.4808,9263205.0,2100014.0,1.8542025080895632,15.282757164452908,10204904
1414,Chile,1982,782086962.183688,337694150.95573395,11543263.0,1.57202409152548,81.7954,18.2046,9441858.0,2101405.0,1.9102681738337943,15.524904106346463,10394579
1415,Chile,1983,898757351.378455,315340387.57142204,11731654.0,1.6188681947885701,82.0716,17.928399999999996,9628356.0,2103298.0,1.9559711901016292,15.778277195870519,10589945
1416,Chile,1984,736360403.9968151,296849068.483913,11926647.0,1.64844817526195,82.3478,17.652199999999993,9821331.0,2105316.0,1.9844158171156372,16.040529526637723,10792638
1417,Chile,1985,798249651.87289,258020772.540998,12126956.0,1.6655602955369198,82.624,17.376000000000005,10019776.0,2107180.0,2.000408722084942,16.309931516061177,11003372
1418,Chile,1986,716396771.903414,124201474.507517,12331704.0,1.67427637403915,82.7534,17.2466,10204904.0,2126800.0,1.8307648946789887,16.585303658753087,11234973
1419,Chile,1987,1042314106.6686301,127901433.077916,12541298.0,1.68535314790793,82.8828,17.117199999999997,10394579.0,2146719.0,1.8416031185114736,16.86719334204849,11473890
1420,Chile,1988,1774733110.6142,87608880.2868112,12757095.0,1.70605488002863,83.0122,16.987799999999993,10589945.0,2167150.0,1.8620545771661277,17.15742563870822,11715490
1421,Chile,1989,2211034166.4942303,105272196.948164,12981032.0,1.74016276288518,83.1416,16.858400000000003,10792638.0,2188394.0,1.8959269002167447,17.45860568206883,11953533
1422,Chile,1990,1976315082.7866,136260190.53075302,13213930.0,1.77823611326473,83.271,16.729,11003372.0,2210558.0,1.9337536254310168,17.771837661324593,12183404
1423,Chile,1991,1872293214.1977398,109033692.498491,13456476.0,1.8188900977203,83.4912,16.508799999999994,11234973.0,2221503.0,2.0829731152674382,18.098045544778167,12417052
1424,Chile,1992,1888873471.19187,96734610.6324898,13706485.0,1.8408601340886102,83.7114,16.288600000000002,11473890.0,2232595.0,2.104251681148854,18.43429065595025,12641827
1425,Chile,1993,1509803753.65894,95712277.8603345,13958378.0,1.8210822972085101,83.9316,16.068399999999997,11715490.0,2242888.0,2.083787856130848,18.77306961906145,12859237
1426,Chile,1994,2170703527.93744,92006638.859702,14204726.0,1.74948246653631,84.1518,15.848200000000006,11953533.0,2251193.0,2.0114985414739084,19.10439093408219,13072062
1427,Chile,1995,3293015965.0473104,83764832.77889971,14440103.0,1.64345402658658,84.37200000000001,15.628,12183404.0,2256699.0,1.9047814566785777,19.42095699983323,13282440
1428,Chile,1996,2921606548.63687,108489060.70309101,14662323.0,1.5271875892248503,84.6868,15.313199999999995,12417052.0,2245271.0,1.899599144852076,19.719827794903246,13493797
1429,Chile,1997,3252171798.1278,91939354.9942528,14872458.0,1.4229903776423702,85.0016,14.998400000000006,12641827.0,2230631.0,1.7940230179912902,20.00244508642533,13702364
1430,Chile,1998,2274097887.18224,59349868.601992294,15072409.0,1.33548078058091,85.3164,14.683599999999998,12859237.0,2213172.0,1.7051466376696554,20.271365590183073,13908577
1431,Chile,1999,2626832973.3319697,63179944.6286044,15265536.0,1.2731884696286,85.6312,14.368799999999993,13072062.0,2193474.0,1.6414895278871091,20.53110827778764,14112870
1432,Chile,2000,3615130304.33057,165364963.53393102,15454402.0,1.2296143281871599,85.946,14.054000000000002,13282440.0,2171962.0,1.596558104239449,20.785120210024587,14315626
1433,Chile,2001,2797554099.173,162302973.890504,15639289.0,1.18923918698866,86.2814,13.718599999999995,13493797.0,2145492.0,1.578723625808939,21.033780657725558,14505303
1434,Chile,2002,2638692058.89608,116836856.84563401,15819522.0,1.1458473239447,86.6168,13.383200000000002,13702364.0,2117158.0,1.533827432380776,21.276181791772245,14693728
1440,China,1972,124764851.09843601,368448507.40199995,862030000.0,2.45735692952286,17.4,82.6,149993220.0,712036780.0,2.4573569295228617,92.41861387624701,171550310
1441,China,1973,213080974.5392,686143984.704793,881940000.0,2.2833953639638302,17.4,82.6,153457560.0,728482440.0,2.283395363963829,94.55317369699114,177605736
1442,China,1974,366598503.968541,3810372409.5533204,900350000.0,2.06595501335632,17.4,82.6,156660900.0,743689100.0,2.065955013356317,96.52691786072292,183785364
1443,China,1975,290280930.875721,6185815031.13091,916395000.0,1.76639178162482,17.4,82.6,159452730.0,756942270.0,1.7663917816248185,98.24721466983436,189947471
1444,China,1976,490523557.645928,7167527825.89016,930685000.0,1.5473379728766499,17.7916,82.2084,165583752.0,765101248.0,3.772960653129193,99.7792534714777,199385258
1445,China,1977,486787237.026971,8537313010.095321,943455000.0,1.36277947570678,18.1832,81.8168,171550310.0,771904690.0,3.539945516071679,101.14844067444086,209435968
1446,China,1978,466503377.19546604,9315389025.75167,956165000.0,1.33818233834084,18.5748,81.4252,177605736.0,778559264.0,3.468955097765725,102.51108826332657,219680098
1447,China,1979,641186404.024762,19493420215.0764,969005000.0,1.3339279535168702,18.9664,81.0336,183785364.0,785219636.0,3.4202449384482683,103.887673239038,229872397
1448,China,1980,669415690.224324,24291348408.0489,981235000.0,1.2542210519398702,19.358,80.642,189947471.0,791287529.0,3.297898879669116,105.19885970733631,240414890
1449,China,1981,932435961.3666589,26028435989.1277,993885000.0,1.28095234429252,20.0612,79.9388,199385258.0,794499742.0,4.849135748426763,106.55507465614859,251630158
1450,China,1982,782339635.390697,25358536510.712997,1008630000.0,1.47267476016581,20.7644,79.2356,209435968.0,799194032.0,4.917912764012008,108.13601188753158,263433513
1451,China,1983,803514928.385754,18884231638.9055,1023310000.0,1.4449496950092,21.4676,78.5324,219680098.0,803629902.0,4.775433748360256,109.70986617950086,275570541
1452,China,1984,727388934.1694549,18266916550.2739,1036825000.0,1.3120687611377901,22.1708,77.8292,229872397.0,806952603.0,4.535197119198362,111.15881990947122,287810747
1453,China,1985,698114986.576785,19476275788.0652,1051040000.0,1.36169911825369,22.874000000000002,77.126,240414890.0,810625110.0,4.484177986391859,112.68282118742373,300165618
1454,China,1986,616201178.391147,9079819756.4583,1066790000.0,1.4873989291490302,23.5876,76.4124,251630158.0,815159842.0,4.559424332904446,114.37139101702292,314689997
1455,China,1987,807535407.816106,9581897121.064001,1084035000.0,1.6036050865576001,24.3012,75.6988,263433513.0,820601487.0,4.58406310541423,116.22024096695549,329099365
1456,China,1988,2525494440.11693,8283868948.472441,1101630000.0,1.61007108578698,25.0148,74.98519999999998,275570541.0,826059459.0,4.504262944334188,118.10661469087916,343555327
1457,China,1989,1288688812.50206,12385194197.6983,1118650000.0,1.53316999599862,25.7284,74.2716,287810747.0,830839253.0,4.345949265476056,119.93134221467459,358232230
1458,China,1990,1256416100.24546,16952609352.8327,1135185000.0,1.46730321087928,26.441999999999997,73.55799999999998,300165618.0,835019382.0,4.2031246666963815,121.70407250879663,373035157
1459,China,1991,1323717130.10523,13809882753.001001,1150780000.0,1.3644340084034898,27.3458,72.6542,314689997.0,836090003.0,4.72536354102688,123.37602466705692,388936607
1460,China,1992,1239211209.86084,12232713865.6849,1164970000.0,1.2255362283362,28.2496,71.7504,329099365.0,835870635.0,4.477170870531444,124.89734567543866,405031716
1461,China,1993,1102361142.13555,9854772332.52585,1178440000.0,1.14961943083465,29.1534,70.8466,343555327.0,834884673.0,4.298844066294836,126.34147492018155,421147610
1462,China,1994,1291145990.42386,9281253633.42278,1191835000.0,1.1302606321559099,30.0572,69.9428,358232230.0,833602770.0,4.183329613930097,127.77756335621213,437126845
1463,China,1995,1262668568.88576,12307853192.5072,1204855000.0,1.08650915088974,30.961,69.039,373035157.0,831819843.0,4.049120664883789,129.17261682683858,452999147
1464,China,1996,1176787379.10721,15707434337.747,1217550000.0,1.04814151412165,31.9442,68.0558,388936607.0,828613393.0,4.174369643427619,130.53364895984768,473204511
1465,China,1997,1159404765.34721,14494346602.0856,1230075000.0,1.02345002419879,32.9274,67.0726,405031716.0,825043284.0,4.054900882340881,131.87645537701502,493402140
1466,China,1998,2024728813.9578397,7268118643.90146,1241935000.0,0.9595504062981509,33.9106,66.0894,421147610.0,820787390.0,3.9018014656104265,133.147967082213,513607776
1467,China,1999,1589809824.50828,10865285139.8938,1252735000.0,0.8658513929932791,34.8938,65.1062,437126845.0,815608155.0,3.7240026327684994,134.30583608863273,533892175
1468,China,2000,1885047119.41335,21985404922.2095,1262645000.0,0.787956592953992,35.876999999999995,64.12299999999999,452999147.0,809645853.0,3.5666826343769173,135.36828811211606,554367818
1469,China,2001,1941833179.7167,23392765888.7278,1271850000.0,0.726380637838525,37.205999999999996,62.794,473204511.0,798645489.0,4.363742254677256,136.35506930806437,575050081
1470,China,2002,2200443663.81196,18285449384.2825,1280400000.0,0.669999567758626,38.535,61.465,493402140.0,786997860.0,4.1796876311747,137.27170029826894,595731464
1476,Colombia,1972,604128.1468109579,104469876.78981899,22404289.0,2.3670981018350603,56.3076,43.6924,12615317.0,9788972.0,3.6968572943889098,20.19314015322217,15073696
1477,Colombia,1973,602691.3655491071,154538819.440621,22924755.0,2.29649173158976,57.0514,42.9486,13078894.0,9845861.0,3.608807528681991,20.662239747634068,15612243
1478,Colombia,1974,948355.913652835,556266847.51483,23452703.0,2.2768423711612202,57.7952,42.2048,13554537.0,9898166.0,3.5721539350652627,21.13808292023434,16165520
1479,Colombia,1975,1619897.9296706999,500662501.55621105,23996249.0,2.2911771692330496,58.538999999999994,41.461000000000006,14047164.0,9949085.0,3.569919964171322,21.627984677782784,16732037
1480,Colombia,1976,2112245.73524582,522725788.17002195,24557647.0,2.31257660338469,59.2554,40.7446,14551732.0,10005915.0,3.5289499462365947,22.13397656602073,17304704
1481,Colombia,1977,2043979.66791389,540243325.24472,25134640.0,2.3223681884009104,59.9718,40.0282,15073696.0,10060944.0,3.5241213708897208,22.654024335286174,17890788
1482,Colombia,1978,1402024.89305609,553367776.78757,25725336.0,2.32293684749863,60.6882,39.3118,15612243.0,10113093.0,3.510417610462509,23.186422712933755,18489629
1483,Colombia,1979,9254805.88572862,1221927500.50575,26326236.0,2.3089665625494398,61.4046,38.5954,16165520.0,10160716.0,3.482516477750415,23.7280180261379,19100395
1484,Colombia,1980,104826148.663055,1480652366.59059,26934591.0,2.2845362828491003,62.121,37.879,16732037.0,10202554.0,3.444468598430879,24.276332582244248,19722381
1485,Colombia,1981,57855860.0190552,1587562058.43523,27550172.0,2.25974074603358,62.8116,37.1884,17304704.0,10245468.0,3.3653107148948327,24.831159981973858,20309105
1486,Colombia,1982,36519515.279745,1521578753.1098301,28173493.0,2.2372792587741097,63.5022,36.4978,17890788.0,10282705.0,3.3307571446158923,25.392963497070756,20904598
1487,Colombia,1983,61286019.3725298,1414810991.69789,28803276.0,2.21075593114913,64.1928,35.80719999999999,18489629.0,10313647.0,3.2924036793590177,25.960591257323124,21508528
1488,Colombia,1984,68814278.0056419,1335953425.4718199,29438030.0,2.1798245187986898,64.8834,35.116600000000005,19100395.0,10337635.0,3.2499035169230486,26.53269941415052,22120613
1489,Colombia,1985,59106012.42305389,1287469068.83762,30076525.0,2.14575912812776,65.574,34.426,19722381.0,10354144.0,3.2045066784054512,27.108179360072107,22740647
1490,Colombia,1986,59547534.2879879,1016812715.9413699,30718127.0,2.11079692265148,66.1144,33.8856,20309105.0,10409022.0,2.9315225408158776,27.68645966651645,23336805
1491,Colombia,1987,78844777.4058295,1709597557.98298,31362479.0,2.07593057341996,66.6548,33.34520000000001,20904598.0,10457881.0,2.8899827115085386,28.26721856692204,23939164
1492,Colombia,1988,164544551.694586,1229817826.37466,32009024.0,2.0405620942361598,67.1952,32.8048,21508528.0,10500496.0,2.848037287681708,28.849954033348354,24548329
1493,Colombia,1989,129794397.650164,1693386417.0504901,32657292.0,2.0050306178902098,67.7356,32.264399999999995,22120613.0,10536679.0,2.8060381096415226,29.43424245155476,25165226
1494,Colombia,1990,75340336.1544052,2580595125.2274103,33306941.0,1.9697644480461,68.27600000000001,31.724000000000004,22740647.0,10566294.0,2.764405123693377,30.019775574583143,25790448
1495,Colombia,1991,63086618.2711322,2062141471.6582801,33957286.0,1.93376269949468,68.72399999999999,31.276,23336805.0,10620481.0,2.587778804355832,30.605936007210456,26373527
1496,Colombia,1992,45883801.018211104,1787932465.5052302,34608171.0,1.89863695530774,69.172,30.828000000000007,23939164.0,10669007.0,2.548405085712857,31.192583145561066,26962874
1497,Colombia,1993,18836765.0596275,1670976455.78481,35260456.0,1.8672299134930601,69.62,30.379999999999995,24548329.0,10712127.0,2.5128007865707627,31.780492113564673,27557416
1498,Colombia,1994,45204369.723035105,1566265125.41407,35915434.0,1.84050101536634,70.068,29.932,25165226.0,10750208.0,2.4819334164322857,32.370828301036504,28155656
1499,Colombia,1995,61460209.8213859,2356567785.17863,36573895.0,1.81676150152482,70.516,29.483999999999995,25790448.0,10783447.0,2.4541069901240418,32.964303740423624,28756472
1500,Colombia,1996,61678469.550959304,3242050597.56767,37236124.0,1.79446308029145,70.8278,29.172200000000004,26373527.0,10862597.0,2.23565510789838,33.561175304191075,29354808
1501,Colombia,1997,65612295.879360594,3238122365.78621,37901358.0,1.7707577221681299,71.1396,28.8604,26962874.0,10938484.0,2.2100140840942566,34.160755295178014,29954938
1502,Colombia,1998,19748199.2921856,2217482881.42431,38568056.0,1.74374265021582,71.4514,28.548599999999997,27557416.0,11010640.0,2.1810799942319483,34.76165479945921,30557637
1503,Colombia,1999,59613771.779350795,3492936218.95825,39234115.0,1.7122279850876,71.7632,28.2368,28155656.0,11078459.0,2.1476575348013505,35.361978368634524,31164157
1504,Colombia,2000,217251516.991851,5556943981.8948,39897984.0,1.6779147369471201,72.075,27.925,28756472.0,11141512.0,2.1114596926001106,35.96032807570978,31775238
1505,Colombia,2001,96791108.9280699,4148066591.5002203,40558648.0,1.6423229090495401,72.3762,27.623800000000006,29354808.0,11203840.0,2.059349391865772,36.555789094186565,32385094
1506,Colombia,2002,147943072.362457,3923705484.36002,41216304.0,1.6084880837058602,72.6774,27.322599999999994,29954938.0,11261366.0,2.02378368910664,37.14853898152321,32998493
1512,Comoros,1972,0.0,0.0,241769.0,2.04079335290628,20.1296,79.8704,48667.0,193102.0,3.894705384590385,129.91348737238042,61737
1513,Comoros,1973,0.0,0.0,247059.0,2.16444496671956,20.4994,79.50059999999998,50646.0,196413.0,3.985907189779912,132.75604513702308,65344
1514,Comoros,1974,0.0,0.0,253302.0,2.49552782515152,20.8692,79.1308,52862.0,200440.0,4.282449002340946,136.110693175712,69071
1515,Comoros,1975,0.0,0.0,260863.0,2.94129125454718,21.239,78.76100000000001,55405.0,205458.0,4.698509813524123,140.1735626007523,72802
1516,Comoros,1976,0.0,0.0,269912.0,3.4100614649360903,21.6342,78.36580000000002,58393.0,211519.0,5.252617724804882,145.03600214938206,76677
1517,Comoros,1977,0.0,0.0,280248.0,3.75789454944727,22.0294,77.9706,61737.0,218511.0,5.568740739218393,150.5900053734551,80549
