,country,year,World bank region,"World bank, 4 income groups 2017",Adjusted savings: mineral depletion (current US$),Adjusted savings: energy depletion (current US$),Population (Total),Population growth (annual %),Population density (people per sq. km of land area),Rural population (% of total population),Urban population (% of total),Rural population,Urban population,Urban population growth (annual %),Urban population 5 years in the future
552,Bangladesh,1984,South Asia,Lower middle income,0.0,133505873.62191899,91804318.0,2.65423874026827,705.2647921948221,83.03299999999999,16.967,76227879.0,15576439.0,5.8216970772248295,20272708
553,Bangladesh,1985,South Asia,Lower middle income,0.0,141856439.881982,94287722.0,2.66916461205641,724.3429515249289,82.50399999999999,17.496,77791142.0,16496580.0,5.739363463634023,21274210
554,Bangladesh,1986,South Asia,Lower middle income,0.0,142341825.60640502,96851505.0,2.68279495484919,744.0386033648306,82.041,17.959,79457943.0,17393562.0,5.294705105829253,22192935
555,Bangladesh,1987,South Asia,Lower middle income,0.0,120566583.681782,99476987.0,2.67474017552233,764.2082430667589,81.578,18.422,81151336.0,18325651.0,5.220163462685939,23120079
556,Bangladesh,1988,South Asia,Lower middle income,0.0,130201869.55906498,102133217.0,2.6351679182180603,784.6140969501421,81.115,18.885,82845359.0,19287858.0,5.117400638089704,24059775
557,Bangladesh,1989,South Asia,Lower middle income,0.0,125277720.085078,104779345.0,2.55786526038239,804.942344626258,80.652,19.348,84506637.0,20272708.0,4.979976922729993,25019185
558,Bangladesh,1990,South Asia,Lower middle income,0.0,174620383.788582,107385847.0,2.4571732225159,824.9661750019204,80.189,19.811,86111637.0,21274210.0,4.821999299638949,26003309
559,Bangladesh,1991,South Asia,Lower middle income,0.0,182202742.550002,109934590.0,2.34571575697418,844.5462856264884,79.8126,20.1874,87741655.0,22192935.0,4.227845399982319,27016815
560,Bangladesh,1992,South Asia,Lower middle income,0.0,181200493.427427,112430968.0,2.2453862963798596,863.7241146193438,79.4362,20.5638,89310889.0,23120079.0,4.092746576849296,28052472
561,Bangladesh,1993,South Asia,Lower middle income,0.0,240838667.51706,114897543.0,2.1701385287804,882.6729891680112,79.0598,20.9402,90837768.0,24059775.0,3.9839898128502185,29104877
562,Bangladesh,1994,South Asia,Lower middle income,0.0,229393787.985154,117369492.0,2.1286209095709,901.6631481908273,78.6834,21.3166,92350307.0,25019185.0,3.910157168551685,30166079
563,Bangladesh,1995,South Asia,Lower middle income,0.0,249751748.63731298,119869585.0,2.10773502193195,920.8695167857416,78.307,21.693,93866276.0,26003309.0,3.8580868586834423,31229212
564,Bangladesh,1996,South Asia,Lower middle income,0.0,357684189.865873,122400896.0,2.08973301837794,940.3157102250901,77.9276,22.0724,95384081.0,27016815.0,3.8235650782294415,32334003
565,Bangladesh,1997,South Asia,Lower middle income,0.0,323291393.52351004,124945315.0,2.05744712671364,959.8626027502496,77.54820000000002,22.4518,96892843.0,28052472.0,3.7617306491372786,33441041
566,Bangladesh,1998,South Asia,Lower middle income,0.0,277622481.421332,127478524.0,2.00717496153095,979.3233771222248,77.1688,22.8312,98373647.0,29104877.0,3.6828998208898347,34542621
567,Bangladesh,1999,South Asia,Lower middle income,0.0,268645728.996951,129966823.0,1.93312989969333,998.4391411231468,76.7894,23.2106,99800744.0,30166079.0,3.581232654826135,35629080
568,Bangladesh,2000,South Asia,Lower middle income,0.0,680402951.468377,132383265.0,1.8422028040881802,1017.0028808481217,76.41,23.59,101154053.0,31229212.0,3.4635857643039376,36694135
569,Bangladesh,2001,South Asia,Lower middle income,0.0,731059693.92281,134729503.0,1.7567848668620902,1035.0272950756703,76.0008,23.9992,102395500.0,32334003.0,3.4765462132926377,37792768
570,Bangladesh,2002,South Asia,Lower middle income,0.0,569797198.147506,137006279.0,1.67576699929012,1052.5180840439425,75.5916,24.4084,103565238.0,33441041.0,3.366451715373319,38868534
576,Barbados,1972,Latin America & Caribbean,High income,0.0,26351.5403597688,241367.0,0.624650069134325,561.3186046511628,62.0286,37.9714,149717.0,91650.0,1.195331748898116,96395
577,Barbados,1973,Latin America & Caribbean,High income,0.0,52759.4907128436,242971.0,0.662349790455925,565.0488372093022,61.8124,38.1876,150186.0,92785.0,1.2308014510588168,97049
578,Barbados,1974,Latin America & Caribbean,High income,0.0,435638.561385713,244453.0,0.608096674271078,568.4953488372092,61.5962,38.4038,150574.0,93879.0,1.1721730233751273,97724
579,Barbados,1975,Latin America & Caribbean,High income,0.0,831509.3016694391,245663.0,0.493761663900591,571.3093023255814,61.38,38.62,150788.0,94875.0,1.0553516685740494,98474
580,Barbados,1976,Latin America & Caribbean,High income,0.0,1127183.87494889,246536.0,0.35473494073050893,573.3395348837211,61.1876,38.8124,150849.0,95687.0,0.8522212345543333,97033
581,Barbados,1977,Latin America & Caribbean,High income,0.0,1064633.36754286,247136.0,0.24307649428401398,574.7348837209303,60.9952,39.0048,150741.0,96395.0,0.7371884990095003,95645
582,Barbados,1978,Latin America & Caribbean,High income,0.0,2398720.74195834,247592.0,0.18434377238966898,575.7953488372092,60.8028,39.1972,150543.0,97049.0,0.6761672543473601,94285
583,Barbados,1979,Latin America & Caribbean,High income,0.0,5936681.16672397,248095.0,0.202950721988083,576.9651162790698,60.6104,39.3896,150371.0,97724.0,0.6931173235645756,92913
584,Barbados,1980,Latin America & Caribbean,High income,0.0,7453975.35480306,248784.0,0.277331278482969,578.5674418604651,60.418,39.582,150310.0,98474.0,0.7645375113216961,91504
585,Barbados,1981,Latin America & Caribbean,High income,0.0,4839776.34443484,249696.0,0.36591278188902704,580.6883720930232,61.1394,38.8606,152663.0,97033.0,-1.4741427111821306,90235
586,Barbados,1982,Latin America & Caribbean,High income,0.0,5184231.73026107,250780.0,0.433188282804097,583.2093023255812,61.8608,38.1392,155135.0,95645.0,-1.4407706227330372,88935
587,Barbados,1983,Latin America & Caribbean,High income,0.0,7084503.4374179,251979.0,0.4769689943282971,585.9976744186048,62.5822,37.4178,157694.0,94285.0,-1.4321310425730909,87604
588,Barbados,1984,Latin America & Caribbean,High income,0.0,10858254.8039342,253193.0,0.48062930526432296,588.8209302325581,63.3036,36.6964,160280.0,92913.0,-1.4658538734715818,86243
589,Barbados,1985,Latin America & Caribbean,High income,0.0,10901587.436733698,254354.0,0.45749537481111996,591.5209302325582,64.025,35.975,162850.0,91504.0,-1.5280884271209745,84852
590,Barbados,1986,Latin America & Caribbean,High income,0.0,4774254.78368051,255450.0,0.429969827037781,594.0697674418603,64.6762,35.3238,165215.0,90235.0,-1.396530875969895,86564
591,Barbados,1987,Latin America & Caribbean,High income,0.0,5114533.43293189,256500.0,0.410196883401733,596.5116279069767,65.3274,34.6726,167565.0,88935.0,-1.4511612585820712,88269
592,Barbados,1988,Latin America & Caribbean,High income,0.0,3677304.12851618,257497.0,0.387940493966224,598.8302325581395,65.9786,34.0214,169893.0,87604.0,-1.5079106827120303,89969
593,Barbados,1989,Latin America & Caribbean,High income,0.0,4054254.97067226,258443.0,0.36670971823041104,601.0302325581397,66.6298,33.3702,172200.0,86243.0,-1.5657765802745105,91669
594,Barbados,1990,Latin America & Caribbean,High income,0.0,6381202.87393601,259336.0,0.3449351500973549,603.106976744186,67.281,32.719,174484.0,84852.0,-1.6260330787471282,93376
595,Barbados,1991,Latin America & Caribbean,High income,0.0,5144264.09606501,260175.0,0.322996329015897,605.0581395348837,66.7284,33.2716,173611.0,86564.0,1.997546234127211,95143
596,Barbados,1992,Latin America & Caribbean,High income,0.0,5062823.86242437,260963.0,0.302415329741693,606.8906976744187,66.17580000000001,33.8242,172694.0,88269.0,1.9504945339284911,96920
597,Barbados,1993,Latin America & Caribbean,High income,0.0,4683914.24359679,261714.0,0.287366965376962,608.6372093023256,65.6232,34.3768,171745.0,89969.0,1.9076196460546533,98720
598,Barbados,1994,Latin America & Caribbean,High income,0.0,4132494.12274832,262441.0,0.277399038906445,610.3279069767442,65.0706,34.9294,170772.0,91669.0,1.87190966687472,100562
599,Barbados,1995,Latin America & Caribbean,High income,0.0,4700519.83843363,263165.0,0.275491702112944,612.0116279069767,64.518,35.482,169789.0,93376.0,1.845008968036573,102459
600,Barbados,1996,Latin America & Caribbean,High income,0.0,5111672.460764799,263884.0,0.27284007598148396,613.6837209302324,63.945,36.055,168741.0,95143.0,1.874667008512957,104405
601,Barbados,1997,Latin America & Caribbean,High income,0.0,4117023.82598675,264606.0,0.273231451560774,615.3627906976744,63.372,36.628,167686.0,96920.0,1.8504872962874868,106411
602,Barbados,1998,Latin America & Caribbean,High income,0.0,4370793.90318142,265370.0,0.28831514228305893,617.1395348837209,62.799,37.201,166650.0,98720.0,1.8401664208752595,108468
603,Barbados,1999,Latin America & Caribbean,High income,0.0,6957932.97824792,266220.0,0.31979560353162895,619.1162790697674,62.226000000000006,37.774,165658.0,100562.0,1.8486892550845555,110556
604,Barbados,2000,Latin America & Caribbean,High income,0.0,10899268.929569699,267190.0,0.363698119357849,621.3720930232557,61.653,38.347,164731.0,102459.0,1.8688265849199888,112661
605,Barbados,2001,Latin America & Caribbean,High income,0.0,2227821.32931771,268296.0,0.4130832823682561,623.9441860465116,61.086000000000006,38.914,163891.0,104405.0,1.8814848464902023,114707
606,Barbados,2002,Latin America & Caribbean,High income,0.0,1447966.71845989,269524.0,0.45665915512024396,626.8,60.519,39.481,163113.0,106411.0,1.9031388000463951,116768
612,Belarus,1972,Europe & Central Asia,Upper middle income,0.0,0.0,9188968.0,0.8019035414214691,45.30155787813055,53.3484,46.6516,4902167.0,4286801.0,3.6739526438506336,5012324
613,Belarus,1973,Europe & Central Asia,Upper middle income,0.0,0.0,9257272.0,0.7405770734844731,45.638296194044564,52.0276,47.9724,4816336.0,4440936.0,3.53243979065526,5157254
614,Belarus,1974,Europe & Central Asia,Upper middle income,0.0,0.0,9317584.0,0.649396280155014,45.9356339972392,50.7068,49.2932,4724649.0,4592935.0,3.365408823565895,5301984
615,Belarus,1975,Europe & Central Asia,Upper middle income,0.0,0.0,9367000.0,0.528950660255249,46.1792545848945,49.386,50.614,4625987.0,4741013.0,3.173157268064005,5448102
616,Belarus,1976,Europe & Central Asia,Upper middle income,0.0,0.0,9411000.0,0.46863436496572597,46.39617432459082,48.2092,51.7908,4536968.0,4874032.0,2.767069467701817,5589562
617,Belarus,1977,Europe & Central Asia,Upper middle income,0.0,0.0,9463000.0,0.5510239649444809,46.65253401695918,47.0324,52.9676,4450676.0,5012324.0,2.797815916600274,5731864
618,Belarus,1978,Europe & Central Asia,Upper middle income,0.0,0.0,9525000.0,0.653046348666908,46.958193650167615,45.8556,54.1444,4367746.0,5157254.0,2.8504587501046745,5876173
619,Belarus,1979,Europe & Central Asia,Upper middle income,0.0,0.0,9584000.0,0.617512036032895,47.24906330112404,44.6788,55.3212,4282016.0,5301984.0,2.7676822835287167,6021911
620,Belarus,1980,Europe & Central Asia,Upper middle income,0.0,0.0,9643000.0,0.6137222155153721,47.53993295208046,43.501999999999995,56.498000000000005,4194898.0,5448102.0,2.718620100578665,6167842
621,Belarus,1981,Europe & Central Asia,Upper middle income,0.0,0.0,9710000.0,0.692401877498625,47.870242555708934,42.435,57.565,4120438.0,5589562.0,2.5633638754312744,6293205
622,Belarus,1982,Europe & Central Asia,Upper middle income,0.0,0.0,9776000.0,0.677412012600594,48.19562216525341,41.368,58.632,4044136.0,5731864.0,2.513985334321638,6419696
623,Belarus,1983,Europe & Central Asia,Upper middle income,0.0,0.0,9843000.0,0.683014021783473,48.52593176888188,40.301,59.699,3966827.0,5876173.0,2.486491643893285,6522231
624,Belarus,1984,Europe & Central Asia,Upper middle income,0.0,0.0,9910000.0,0.6783805694822271,48.85624137251035,39.234,60.766000000000005,3888089.0,6021911.0,2.4498951131816984,6625897
625,Belarus,1985,Europe & Central Asia,Upper middle income,0.0,0.0,9975000.0,0.653761443403052,49.17669098797082,38.167,61.833,3807158.0,6167842.0,2.3944369042734173,6722804
626,Belarus,1986,Europe & Central Asia,Upper middle income,0.0,0.0,10043000.0,0.6793911635274901,49.511930585683295,37.3374,62.6626,3749795.0,6293205.0,2.0121460042251997,6765758
627,Belarus,1987,Europe & Central Asia,Upper middle income,0.0,0.0,10111000.0,0.674806569806003,49.847170183395775,36.5078,63.4922,3691304.0,6419696.0,1.990028466363136,6820099
628,Belarus,1988,Europe & Central Asia,Upper middle income,0.0,0.0,10140000.0,0.28640580537751803,49.99014001183198,35.67820000000001,64.3218,3617769.0,6522231.0,1.5845730767355768,6875284
629,Belarus,1989,Europe & Central Asia,Upper middle income,0.0,0.0,10170000.0,0.29542118974313797,50.138039834352206,34.848600000000005,65.1514,3544103.0,6625897.0,1.5769263610298343,6907009
630,Belarus,1990,Europe & Central Asia,Upper middle income,0.0,184160914.49908602,10189000.0,0.186649693167965,50.23170972194835,34.019000000000005,65.98100000000001,3466196.0,6722804.0,1.4519570476820869,6924376
631,Belarus,1991,Europe & Central Asia,Upper middle income,0.0,151547095.61306202,10194000.0,0.0490604925701611,50.25635969236836,33.629999999999995,66.37,3428242.0,6765758.0,0.6368973237932454,6942877
632,Belarus,1992,Europe & Central Asia,Upper middle income,0.0,140701929.745384,10216000.0,0.215580681238814,50.36481956221653,33.241,66.759,3395901.0,6820099.0,0.7999685230832599,6954911
633,Belarus,1993,Europe & Central Asia,Upper middle income,0.0,125631596.363842,10239000.0,0.22488398624416,50.478209426148695,32.852000000000004,67.148,3363716.0,6875284.0,0.8058963911302012,6963136
634,Belarus,1994,Europe & Central Asia,Upper middle income,0.0,116569418.230094,10227000.0,-0.11726767688039699,50.419049497140605,32.462999999999994,67.53699999999999,3319991.0,6907009.0,0.46037413415556105,6980707
635,Belarus,1995,Europe & Central Asia,Upper middle income,0.0,123062761.527079,10194000.0,-0.32319699060257395,50.25635969236836,32.074,67.926,3269624.0,6924376.0,0.2511246578253307,7000799
636,Belarus,1996,Europe & Central Asia,Upper middle income,0.0,148322592.490414,10160000.0,-0.334086976751416,50.088739893512134,31.664599999999997,68.3354,3217123.0,6942877.0,0.2668302219193156,6994197
637,Belarus,1997,Europe & Central Asia,Upper middle income,0.0,134079903.25413401,10117000.0,-0.424126492658251,49.87675014789982,31.2552,68.7448,3162089.0,6954911.0,0.17317868149353305,6996791
638,Belarus,1998,Europe & Central Asia,Upper middle income,0.0,95639825.27847719,10069000.0,-0.475578029027548,49.64011043186749,30.8458,69.1542,3105864.0,6963136.0,0.1181918836382806,6995215
639,Belarus,1999,Europe & Central Asia,Upper middle income,0.0,134170451.51562099,10035000.0,-0.338241468517637,49.47249063301125,30.43640000000001,69.5636,3054293.0,6980707.0,0.2520253462469746,6993710
640,Belarus,2000,Europe & Central Asia,Upper middle income,0.0,251120094.48916298,10005000.0,-0.29940142126047803,49.32459081049103,30.026999999999997,69.973,3004201.0,7000799.0,0.2874084355518728,6991567
641,Belarus,2001,Europe & Central Asia,Upper middle income,0.0,208035946.0038,9928000.0,-0.7725920133390608,48.944981266022474,29.550799999999995,70.4492,2933803.0,6994197.0,-0.09434801538682994,6992307
642,Belarus,2002,Europe & Central Asia,Upper middle income,0.0,209092831.362568,9865000.0,-0.636590842772739,48.63678942957157,29.074600000000004,70.9254,2868209.0,6996791.0,0.03708101285945384,7003503
648,Belgium,1972,Europe & Central Asia,High income,0.0,358822.771411619,9711115.0,0.39158590745938204,338.5485468956407,5.9021999999999935,94.0978,573169.0,9137946.0,0.5270736596079221,9323151
649,Belgium,1973,Europe & Central Asia,High income,65796.9237278172,468625.32014042104,9741720.0,0.314658765693604,338.5485468956407,5.774799999999999,94.2252,562565.0,9179155.0,0.4499518731189049,9349584
650,Belgium,1974,Europe & Central Asia,High income,995921.837978962,1214076.49217747,9772419.0,0.31463366459799896,338.5485468956407,5.647400000000005,94.3526,551888.0,9220531.0,0.4497475635580025,9375738
651,Belgium,1975,Europe & Central Asia,High income,0.0,33207765.080954805,9800700.0,0.28897816112839303,338.5485468956407,5.519999999999996,94.48,540999.0,9259701.0,0.4239130618901675,9403844
652,Belgium,1976,Europe & Central Asia,High income,1507608.95594222,32255228.7491409,9818227.0,0.17867444700565902,338.5485468956407,5.339799999999997,94.6602,524274.0,9293953.0,0.3692214904034464,9414421
653,Belgium,1977,Europe & Central Asia,High income,806278.7444501059,31435064.969672304,9830358.0,0.123479645392964,338.5485468956407,5.1595999999999975,94.8404,507207.0,9323151.0,0.3136688062704639,9422685
654,Belgium,1978,Europe & Central Asia,High income,0.0,18764952.202353,9839534.0,0.0932999598130252,338.5485468956407,4.979399999999998,95.0206,489950.0,9349584.0,0.28311886455224194,9432758
655,Belgium,1979,Europe & Central Asia,High income,0.0,14266456.2372424,9848382.0,0.0898825512632337,338.5485468956407,4.799199999999999,95.2008,472644.0,9375738.0,0.27934384260293044,9443437
656,Belgium,1980,Europe & Central Asia,High income,0.0,40817090.9318193,9859242.0,0.110211165985901,338.5485468956407,4.619,95.381,455398.0,9403844.0,0.2993253096345626,9457075
657,Belgium,1981,Europe & Central Asia,High income,0.0,90805775.7770559,9858982.0,-0.0026371543402261,338.5485468956407,4.509200000000007,95.4908,444561.0,9414421.0,0.1124120753300111,9469263
658,Belgium,1982,Europe & Central Asia,High income,29784.043010014502,103469763.801733,9856303.0,-0.027176883483947003,338.5485468956407,4.3994,95.6006,433618.0,9422685.0,0.08774172136822436,9486163
659,Belgium,1983,Europe & Central Asia,High income,12508.886574241298,36651717.9623342,9855520.0,-0.00794447069062125,338.5485468956407,4.289599999999994,95.7104,422762.0,9432758.0,0.10684449003141863,9525223
660,Belgium,1984,Europe & Central Asia,High income,0.0,24250545.3303201,9855372.0,-0.0015017077867829599,338.5485468956407,4.1798,95.8202,411935.0,9443437.0,0.11314781542899377,9568770
661,Belgium,1985,Europe & Central Asia,High income,0.0,34661056.856620096,9858308.0,0.029786422643661,338.5485468956407,4.069999999999993,95.93,401233.0,9457075.0,0.14431357591709984,9606261
662,Belgium,1986,Europe & Central Asia,High income,0.0,3076233.81536484,9861823.0,0.0356488507832359,338.5485468956407,3.980599999999996,96.0194,392560.0,9469263.0,0.12879408245567436,9650027
663,Belgium,1987,Europe & Central Asia,High income,0.0,984812.7520287641,9870234.0,0.0852521408125053,338.5485468956407,3.8911999999999978,96.1088,384071.0,9486163.0,0.17831310652553378,9697294
664,Belgium,1988,Europe & Central Asia,High income,0.0,528795.23377212,9901664.0,0.317926245358661,338.5485468956407,3.8018,96.1982,376441.0,9525223.0,0.4109122287063904,9743317
665,Belgium,1989,Europe & Central Asia,High income,0.0,372378.379484075,9937697.0,0.363247985870165,338.5485468956407,3.7124000000000015,96.2876,368927.0,9568770.0,0.4561337746640626,9781485
666,Belgium,1990,Europe & Central Asia,High income,0.0,439570.62062601396,9967379.0,0.298235706313592,338.5485468956407,3.6230000000000047,96.37700000000001,361118.0,9606261.0,0.3910402833108944,9810102
667,Belgium,1991,Europe & Central Asia,High income,0.0,373706.321708741,10004486.0,0.371593165668169,338.5485468956407,3.5430000000000064,96.45700000000001,354459.0,9650027.0,0.4545639882494836,9836215
668,Belgium,1992,Europe & Central Asia,High income,0.0,189249.28404653602,10045158.0,0.40571349585633704,338.5485468956407,3.4629999999999934,96.537,347864.0,9697294.0,0.4886164243620754,9866991
669,Belgium,1993,Europe & Central Asia,High income,0.0,189994.592820785,10084475.0,0.39063851782692893,338.5485468956407,3.382999999999996,96.617,341158.0,9743317.0,0.473473657567338,9895040
670,Belgium,1994,Europe & Central Asia,High income,0.0,40458.566217386004,10115603.0,0.308197073686726,338.5485468956407,3.3029999999999973,96.697,334118.0,9781485.0,0.3909698917187457,9924719
671,Belgium,1995,Europe & Central Asia,High income,0.0,9730.97143470895,10136811.0,0.20943683802032395,338.5485468956407,3.222999999999999,96.777,326709.0,9810102.0,0.2921358065811271,9955809
672,Belgium,1996,Europe & Central Asia,High income,0.0,110988.03218689199,10156637.0,0.1953931762382,338.5485468956407,3.1547999999999945,96.8452,320422.0,9836215.0,0.26583115173752314,9993691
673,Belgium,1997,Europe & Central Asia,High income,0.0,7476.15929541698,10181245.0,0.241991884983082,338.5485468956407,3.086600000000004,96.9134,314254.0,9866991.0,0.3123961149157095,10042186
674,Belgium,1998,Europe & Central Asia,High income,0.0,0.0,10203008.0,0.213527650670943,338.5485468956407,3.0184,96.9816,307968.0,9895040.0,0.2838677748771353,10087926
675,Belgium,1999,Europe & Central Asia,High income,0.0,13078.0184099925,10226419.0,0.229189103029716,338.5485468956407,2.9501999999999957,97.0498,301700.0,9924719.0,0.29948923378447845,10135306
676,Belgium,2000,Europe & Central Asia,High income,0.0,202321.15180223397,10251250.0,0.242517956221334,338.5485468956407,2.8820000000000046,97.118,295441.0,9955809.0,0.3127686080029313,10194856
677,Belgium,2001,Europe & Central Asia,High income,0.0,318683.544483897,10286570.0,0.343951157623668,339.7149933949802,2.8472000000000013,97.1528,292879.0,9993691.0,0.3797793982982102,10265779
678,Belgium,2002,Europe & Central Asia,High income,0.0,132857.887843223,10332785.0,0.448268894821562,341.2412483487451,2.8123999999999967,97.1876,290599.0,10042186.0,0.4840825754817215,10344927
684,Belize,1972,Latin America & Caribbean,Upper middle income,0.0,0.0,127148.0,1.8703410974450503,5.5742218325295925,49.3538,50.6462,62752.0,64396.0,1.5587657936867572,68293
685,Belize,1973,Latin America & Caribbean,Upper middle income,0.0,0.0,129294.0,1.6737118697811397,5.668303375712407,49.5122,50.4878,64016.0,65278.0,1.360355355157148,69059
686,Belize,1974,Latin America & Caribbean,Upper middle income,0.0,0.0,131306.0,1.54415961532307,5.756510302498903,49.6706,50.3294,65220.0,66086.0,1.2301851190597741,69995
687,Belize,1975,Latin America & Caribbean,Upper middle income,0.0,0.0,133261.0,1.47791340914451,5.8422183252959226,49.82899999999999,50.17100000000001,66403.0,66858.0,1.1614043170754849,71173
688,Belize,1976,Latin America & Caribbean,Upper middle income,0.0,0.0,135145.0,1.40386648741375,5.924813678211311,49.9884,50.0116,67557.0,67588.0,1.0859485205431425,72577
689,Belize,1977,Latin America & Caribbean,Upper middle income,0.0,0.0,136991.0,1.3566954131917501,6.005743095133713,50.1478,49.8522,68698.0,68293.0,1.0376819806948998,74222
690,Belize,1978,Latin America & Caribbean,Upper middle income,0.0,0.0,138972.0,1.4357243750680801,6.0925909688733,50.3072,49.6928,69913.0,69059.0,1.1153939389477494,76042
691,Belize,1979,Latin America & Caribbean,Upper middle income,0.0,0.0,141308.0,1.6669431224232598,6.195002192021043,50.4666,49.5334,71313.0,69995.0,1.346259923195854,77942
692,Belize,1980,Latin America & Caribbean,Upper middle income,0.0,0.0,144151.0,1.9919456064050702,6.319640508548884,50.626000000000005,49.373999999999995,72978.0,71173.0,1.66897220883802,79851
693,Belize,1981,Latin America & Caribbean,Upper middle income,0.0,0.0,147566.0,2.34141720491579,6.46935554581324,50.817,49.183,74989.0,72577.0,1.9534534214750776,81769
694,Belize,1982,Latin America & Caribbean,Upper middle income,0.0,0.0,151498.0,2.6296890214471405,6.641736080666375,51.008,48.992,77276.0,74222.0,2.241253495404884,83705
695,Belize,1983,Latin America & Caribbean,Upper middle income,0.0,0.0,155820.0,2.81290713605585,6.831214379658045,51.199,48.801,79778.0,76042.0,2.4225217036714097,85600
696,Belize,1984,Latin America & Caribbean,Upper middle income,0.0,0.0,160342.0,2.86075391281258,7.029460762823322,51.39,48.61,82400.0,77942.0,2.4679141125339776,87385
697,Belize,1985,Latin America & Caribbean,Upper middle income,0.0,0.0,164916.0,2.81272193298772,7.2299868478737395,51.581,48.419,85065.0,79851.0,2.419743771810906,89022
698,Belize,1986,Latin America & Caribbean,Upper middle income,0.0,0.0,169547.0,2.7693921158787598,7.433011836913633,51.7718,48.2282,87778.0,81769.0,2.373580061098064,90840
699,Belize,1987,Latin America & Caribbean,Upper middle income,0.0,0.0,174250.0,2.7360875121130497,7.639193336256027,51.9626,48.0374,90545.0,83705.0,2.3400514192636277,92521
700,Belize,1988,Latin America & Caribbean,Upper middle income,0.0,0.0,178906.0,2.63694786011915,7.843314335817625,52.1534,47.8466,93306.0,85600.0,2.2386570279948397,94203
701,Belize,1989,Latin America & Caribbean,Upper middle income,0.0,0.0,183368.0,2.46345343502403,8.03893029373082,52.3442,47.6558,95983.0,87385.0,2.063836007062805,96075
702,Belize,1990,Latin America & Caribbean,Upper middle income,0.0,0.0,187552.0,2.2561077701953502,8.222358614642701,52.535,47.465,98530.0,89022.0,1.8559886978387223,98274
703,Belize,1991,Latin America & Caribbean,Upper middle income,0.0,0.0,191368.0,2.01421356144677,8.389653660675142,52.5312,47.4688,100528.0,90840.0,2.0216187040646134,100920
704,Belize,1992,Latin America & Caribbean,Upper middle income,0.0,0.0,194894.0,1.82575451132023,8.544234984655853,52.5274,47.4726,102373.0,92521.0,1.83359285413131,103901
705,Belize,1993,Latin America & Caribbean,Upper middle income,0.0,0.0,198420.0,1.79301752000676,8.698816308636562,52.5236,47.4764,104217.0,94203.0,1.8016382430295248,107120
706,Belize,1994,Latin America & Caribbean,Upper middle income,0.0,0.0,202348.0,1.9602991186681298,8.871021481806228,52.5198,47.4802,106273.0,96075.0,1.9677108241941532,110428
707,Belize,1995,Latin America & Caribbean,Upper middle income,0.0,0.0,206962.0,2.2546214125773503,9.073301183691363,52.516000000000005,47.483999999999995,108688.0,98274.0,2.263035927738993,113717
708,Belize,1996,Latin America & Caribbean,Upper middle income,0.0,0.0,212375.0,2.58183784578846,9.310609381850066,52.4802,47.5198,111455.0,100920.0,2.656862804455944,116206
709,Belize,1997,Latin America & Caribbean,Upper middle income,0.0,0.0,218484.0,2.8359205317732,9.578430512932924,52.4444,47.5556,114583.0,103901.0,2.911039892508431,118638
710,Belize,1998,Latin America & Caribbean,Upper middle income,2846.1974182924605,0.0,225083.0,2.97564377607029,9.867733450241124,52.4086,47.5914,117963.0,107120.0,3.0511178684975864,121040
711,Belize,1999,Latin America & Caribbean,Upper middle income,1320.61776549281,0.0,231860.0,2.9664518171724503,10.164839982463832,52.3728,47.6272,121432.0,110428.0,3.0414023491559883,123459
712,Belize,2000,Latin America & Caribbean,Upper middle income,2394.04259408262,0.0,238586.0,2.85960910923678,10.45971065322227,52.336999999999996,47.663000000000004,124869.0,113717.0,2.9349180976458187,125929
713,Belize,2001,Latin America & Caribbean,Upper middle income,434.534998993319,0.0,245198.0,2.7336215087316202,10.749583516001751,52.6074,47.3926,128992.0,116206.0,2.1651572345705383,128449
714,Belize,2002,Latin America & Caribbean,Upper middle income,1222.01071456778,0.0,251766.0,2.64340372713921,11.037527400263043,52.8778,47.1222,133128.0,118638.0,2.0712361770107006,130997
720,Benin,1972,Sub-Saharan Africa,Low income,0.0,0.0,3039300.0,2.2411951038692,26.95370698829372,81.2238,18.7762,2468635.0,570665.0,7.9541079708033475,826420
721,Benin,1973,Sub-Saharan Africa,Low income,0.0,0.0,3110074.0,2.30192943746794,27.581358637814827,80.1812,19.8188,2493695.0,616379.0,7.705968661053894,886631
722,Benin,1974,Sub-Saharan Africa,Low income,0.0,0.0,3184547.0,2.3663529588939305,28.24181447321745,79.1386,20.8614,2520206.0,664341.0,7.493353779036088,949931
723,Benin,1975,Sub-Saharan Africa,Low income,0.0,0.0,3262959.0,2.43244026988999,28.937202908832923,78.096,21.904,2548240.0,714719.0,7.309388658404747,1016471
724,Benin,1976,Sub-Saharan Africa,Low income,0.0,0.0,3345501.0,2.49820057415492,29.66921780773324,77.009,22.991,2576337.0,769164.0,7.341475229379539,1071380
725,Benin,1977,Sub-Saharan Africa,Low income,0.0,0.0,3432262.0,2.5603060888609703,30.43864845689961,75.922,24.078000000000003,2605842.0,826420.0,7.179890812054862,1129156
726,Benin,1978,Sub-Saharan Africa,Low income,0.0,0.0,3523270.0,2.61700166121141,31.245743171337352,74.83500000000002,25.165,2636639.0,886631.0,7.0325767866798925,1189867
727,Benin,1979,Sub-Saharan Africa,Low income,0.0,0.0,3618509.0,2.66725268890171,32.09036005675772,73.748,26.252,2668578.0,949931.0,6.896046364318258,1253546
